problem,vehicle,distance
r2_8_6,15,20424.1499
rc1_8_6,72,29729.0593
r2_10_5,19,36230.7899
c2_8_4,22,11152.9656
r2_8_9,15,22293.1368
r2_6_5,11,15081.3886
c2_10_10,28,15940.7391
c2_6_9,17,7911.6091
c2_10_3,28,16877.388
rc2_8_9,15,15333.5861
r2_10_3,19,24927.8475
c2_6_2,17,8261.3685
r2_8_7,15,16631.7088
rc2_10_5,18,27102.5508
r2_10_2,19,33413.0515
c2_10_4,28,15652.2268
rc2_10_9,18,22968.3434
c2_10_9,29,16364.4094
rc2_6_7,11,10714.8669
rc2_10_8,18,23638.9906
c2_10_7,29,17810.6836
r2_10_6,19,30027.9231
r1_8_5,72,33645.7534
r2_10_9,19,32995.7087
rc2_6_6,11,11915.2462
r2_6_1,11,18205.5834
rc1_10_2,90,43904.3595
r2_6_2,11,14768.5062
r1_10_6,91,47080.8732
rc2_10_3,18,19925.6089
rc2_10_10,18,21859.8868
rc1_8_7,72,29040.4964
rc1_8_3,72,27570.8697
rc2_8_5,15,19074.0238
r1_8_10,72,30983.0245
r1_10_2,91,48341.0306
r1_8_5,72,33533.0191
rc1_10_10,90,43582.0846
rc1_8_1,72,30481.5731
rc1_10_6,90,44955.928
rc1_8_5,72,29565.2142
rc1_10_3,90,42175.3858
r2_8_6,15,20412.0181
rc1_10_4,90,41408.9228
rc1_10_7,90,44466.702
rc2_10_9,18,22943.423
r1_10_4,91,42518.3819
rc1_10_1,90,45895.8395
r1_8_3,72,29350.8464
rc1_10_8,90,43995.0752
r1_8_6,72,30925.2558
rc1_10_5,90,45098.5842
rc1_8_2,72,28533.7028
rc1_8_9,72,28582.4802
r1_10_7,91,44059.5547
r1_10_5,91,50480.0842
r1_6_3,54,16914.2985
rc1_10_9,90,43903.5017
rc1_10_2,90,43728.9799
c2_8_4,22,11006.8218
rc2_10_8,18,23595.327
r1_10_8,91,42333.3999
r1_8_8,72,27652.6962
rc2_10_10,18,21846.0503
rc1_8_8,72,28664.4137
r1_10_9,91,49208.0979
rc1_8_6,72,29549.7135
r1_10_10,91,47471.0293
r2_8_7,15,16597.8654
r2_10_1,19,42182.5714
r2_10_4,19,17853.7488
r1_10_3,91,44779.2321
rc2_8_9,15,15334.9821
rc2_8_10,15,14433.3969
r1_10_4,91,42697.3
rc1_8_3,72,27905.64
c2_10_9,29,16432.53
rc2_8_4,15,11006.5562
c1_6_9,56,13693.4219
rc1_8_4,72,26875.91
rc2_6_3,11,9444.9912
c1_8_10,72,24090.1
c2_10_5,30,16561.2859
c2_8_8,23,11292.1
r1_6_5,54,19771.9
r2_6_1,11,18206.7971
rc1_10_7,90,44903.8
r1_4_9,36,8719.19
r1_10_2,91,49105.21
rc1_6_1,55,17118.7
c2_10_4,28,15656.7576
c1_4_3,36,7060.6663
r1_8_8,72,27766.11
rc1_6_5,55,16693.26
r2_6_4,11,8029.37
rc1_4_9,36,7752.77
rc1_10_8,90,44366.01
rc1_10_6,90,45303.67
r1_2_2,18,4040.6018
c1_10_2,90,42300.76
c1_8_3,72,24278.18
rc1_8_9,72,28978.35
rc1_4_7,36,7957.64
rc1_2_10,18,3000.2961
r1_4_2,36,8926.7
r1_8_10,72,31187.35
c2_10_10,28,15944.72
c2_6_4,17,6911.35
rc1_4_6,36,8177.8
rc1_4_2,36,7905.66
rc1_4_3,36,7540.59
r1_4_3,36,7821.95
rc1_8_7,72,29862.44
rc1_8_8,72,29194.16
c2_4_4,11,3702.4927
c1_4_9,36,7043.74
r1_6_2,54,18863.43
c1_4_2,36,7686.3789
r1_6_4,54,15819.62
rc1_6_10,55,15740.26
rc1_10_1,90,46272.07
rc2_6_4,11,7076.49
c1_10_8,93,42220.24
r1_4_4,36,7282.7849
c2_4_8,11,4303.69
c2_8_9,23,11645.22
c1_8_8,74,25293.09
r1_6_6,54,18041.87
rc1_6_9,55,15922.6
r1_8_9,72,32629.99
rc2_10_7,18,25295.67
r2_10_10,19,30598.69
rc1_10_9,90,44280.84
r2_6_7,11,10066.3362
rc1_6_8,55,15978.7
c1_4_4,36,6803.2445
r1_8_5,72,33861.43
r1_8_3,72,29506.45
rc1_8_1,72,31710.68
rc2_10_8,18,23787.26
rc1_8_5,72,30277.12
r1_8_7,72,29010.78
rc1_10_2,90,44129.42
r1_10_6,91,47849.05
c2_6_10,17,7255.6908
r1_6_8,54,15696.6
rc1_6_2,55,16044.93
c2_6_8,17,7547.67
r1_6_9,54,18708.67
rc1_6_6,55,16632.03
r1_8_2,72,32598.51
rc1_4_4,36,7310.35
c2_4_3,11,4018.0215
rc1_10_4,90,41613.58
r1_4_7,36,7641.22
rc1_6_7,55,16145.64
r1_4_10,36,8113.93
rc1_8_10,72,28797.79
r1_4_8,36,7275.13
rc1_6_3,55,15273.98
r1_10_3,91,45237.29
rc1_8_2,72,29034.99
c2_6_3,17,7523.12
c2_8_10,23,10981.0
rc1_8_6,72,30262.33
rc2_4_10,8,4278.6052
c1_8_9,72,24389.5
c1_10_3,90,40239.23
rc1_10_10,90,43896.78
rc1_10_3,90,42487.54
c2_8_3,23,11410.6862
rc1_4_10,36,7609.21
r1_6_10,54,17801.43
rc1_10_5,90,45564.81
r1_6_7,54,16615.13
rc1_4_5,36,8185.21
r2_4_3,8,5911.0702
c1_6_8,56,14429.48
r1_8_6,72,31154.87
c2_8_4,22,11154.4053
rc1_4_1,36,8576.97
rc1_6_4,55,14839.61
r1_6_3,54,17040.4
r1_10_9,91,50490.49
c2_4_10,11,3827.147
c2_10_8,28,16577.319
rc2_2_8,4,2292.5347
rc2_10_9,18,23116.15
rc2_10_2,18,26327.9232
rc1_6_6,55,16630.25
rc1_6_5,55,16662.35
rc1_4_9,36,7751.63
r1_10_6,91,47832.22
rc1_8_1,72,31601.57
rc1_8_7,72,29783.63
rc1_6_2,55,15980.93
rc1_6_8,55,15963.37
r1_8_9,72,32358.4385
rc2_10_3,18,20010.8275
r1_8_6,72,31037.3031
r1_8_3,72,29414.3529
r1_8_9,72,32386.4854
r1_8_8,72,27730.3297
r1_8_10,72,31036.8478
r1_8_7,72,28913.9911
rc1_8_6,72,29850.7913
rc1_8_9,72,28740.4442
rc1_8_5,72,30013.1646
rc1_8_7,72,29276.5338
r2_10_3,19,24928.901
r2_10_7,19,23219.6717
rc2_10_10,18,21834.9357
r1_8_10,72,30960.2378
rc1_10_6,90,44948.4327
rc1_8_4,72,26680.6914
r2_10_4,19,17852.1671
r2_8_9,15,22277.0415
r1_10_4,91,42485.1351
rc2_10_5,18,27067.0434
c2_8_8,23,11288.0128
c2_6_4,17,6909.5781
r1_6_5,54,19676.04
rc1_8_2,72,28924.31
r1_6_2,54,18765.12
r1_6_10,54,17750.24
rc1_8_9,72,28967.09
rc1_8_3,72,27846.1
rc1_8_4,72,26839.77
rc1_8_5,72,30108.64
r1_6_6,54,17934.52
rc1_8_6,72,30028.68
rc1_8_8,72,29066.54
r1_6_3,54,16983.8
rc1_8_10,72,28723.2
r2_8_7,15,16607.169
rc1_8_2,72,28574.998
r2_6_2,11,14762.6338
r1_10_4,91,42532.4236
c1_6_7,57,15742.7843
rc1_8_4,72,26733.1303
rc2_6_4,11,7061.8381
r1_4_9,36,8694.7805
c2_10_10,28,15937.4475
rc1_4_9,36,7733.3542
r1_6_9,54,18575.9469
r2_10_10,19,30207.4894
r2_10_4,19,17856.0079
r1_6_4,54,15766.0079
r2_10_7,19,23219.7627
rc1_10_2,90,43851.708
r1_10_3,91,44846.8853
rc1_10_7,90,44585.8891
rc1_10_3,90,42261.5478
c2_10_9,29,16363.943
rc2_10_3,18,19917.0353
r1_6_10,54,17629.6171
r1_8_7,72,28868.1692
r1_8_2,72,32397.9315
rc1_6_1,55,16990.1537
c1_6_6,59,15847.2362
r2_8_4,15,13192.3188
r1_8_5,72,33626.3595
r2_8_9,15,22291.4856
rc1_10_6,90,44990.4269
rc1_8_7,72,29096.6686
r2_4_5,8,7127.8344
r1_10_10,91,47527.1121
r1_6_7,54,16532.6408
rc1_8_6,72,29557.1853
rc1_6_5,55,16564.0124
rc1_10_9,90,44031.9654
c1_8_2,72,26554.4446
r1_4_2,36,8898.1482
r2_6_8,11,7571.9905
c2_10_6,29,16863.7061
rc1_6_2,55,15914.7035
rc2_10_9,18,22955.7148
r1_6_6,54,17829.0438
rc1_8_5,72,29707.6891
r1_10_2,91,48591.1718
r2_10_2,19,33411.2098
c2_8_1,24,11662.0794
rc2_6_6,11,11914.3459
c2_10_4,28,15613.3274
rc1_10_10,90,43667.1709
c1_10_2,90,42222.9555
rc2_10_4,18,15695.0702
rc1_8_9,72,28680.2554
c2_10_8,28,16512.4312
rc2_6_7,11,10712.7822
r1_6_2,54,18646.9463
r1_6_8,54,15621.5311
r1_10_9,91,49374.6541
r1_8_3,72,29359.7748
rc1_8_10,72,28427.5006
r2_10_3,19,24916.8843
c1_8_7,77,26480.0734
r1_10_7,91,44122.3661
r1_10_5,91,50574.7262
r1_6_5,54,19428.9539
rc2_10_8,18,23620.0846
r1_8_10,72,30994.4911
c1_10_8,92,42660.6959
r2_6_6,11,12498.2713
c1_8_6,79,27202.4261
r2_10_5,19,36216.0541
c1_8_3,72,24242.4859
c2_10_3,28,16830.0789
rc1_10_8,90,44031.1955
c2_6_2,17,8260.1969
rc1_8_1,72,30687.6192
r1_8_6,72,30965.4176
r1_6_3,54,16922.567
r2_6_4,11,8016.6883
c1_8_8,73,26327.3933
r1_8_9,72,32342.3952
rc1_10_4,90,41437.2182
rc1_8_3,72,27607.7187
rc1_4_1,36,8572.3602
r1_10_8,91,42366.6973
rc2_10_2,18,26104.086
rc2_10_10,18,21853.6168
r1_8_4,72,27813.2182
c2_8_4,22,11010.0804
rc2_8_10,15,14411.8069
rc1_10_1,90,45982.6869
rc2_8_5,15,19089.2805
r2_10_6,19,29998.6157
rc1_8_8,72,28668.3901
r1_10_6,91,47058.2076
rc1_10_5,90,45142.4302
r2_6_5,11,15067.3418
rc2_10_5,18,27074.9841
c2_8_6,23,12235.2993
c2_10_7,29,17622.6357
c1_10_9,90,40341.0611
rc2_6_8,11,9990.4032
r2_8_5,15,24254.999
r1_8_1,80,36802.6109
r2_6_10,11,12202.2813
c2_4_8,11,4239.3958
c1_10_4,90,39468.68
r2_6_8,11,7572.7648
rc1_10_1,90,45855.4175
rc1_8_4,72,26683.1355
r1_6_9,54,18530.959
r1_8_10,72,30971.5882
c1_10_9,90,40327.6156
r1_10_3,91,44722.2234
c2_10_7,29,17602.8449
r1_10_8,91,42321.9956
r2_8_9,15,22289.8983
rc1_6_5,55,16561.9003
rc1_6_1,55,16982.8556
r1_8_7,72,28861.886
r1_10_6,91,46992.5438
r1_8_4,72,27773.0974
r1_6_4,54,15749.7438
r1_10_1,100,53435.3286
r2_10_8,19,17442.2923
c1_8_8,73,26099.737
r1_6_6,54,17801.2978
r1_10_4,91,42498.1692
rc1_8_10,72,28371.3954
rc1_10_5,90,45069.3748
r1_8_9,72,32301.6643
rc1_10_10,90,43576.1141
c1_6_7,57,15927.17
c1_6_8,56,14389.8237
rc2_8_10,15,14434.0958
rc2_10_9,18,23005.8332
c2_4_9,12,3865.6462
r1_6_7,54,16611.86
r1_6_8,54,15650.58
rc2_4_7,8,5334.7155
c1_8_6,79,27202.7042
r1_10_8,91,42452.512
rc2_6_4,11,7065.4353
r1_10_2,91,48596.9895
r1_10_6,91,47182.7854
r1_6_10,54,17731.0579
r1_6_9,54,18637.2352
rc2_6_4,11,7067.7695
r2_8_5,15,24276.3678
r1_8_3,72,29361.5948
rc2_8_5,15,19119.974
c2_4_8,11,4251.1031
r1_10_7,91,44171.7156
rc1_8_2,72,28716.3412
r2_10_2,19,33449.2167
rc1_10_9,90,44066.1562
c1_10_10,90,39858.6374
c1_6_6,59,15847.6138
c1_6_7,57,15752.9542
c1_10_9,90,40360.3305
r2_6_10,11,12230.1275
c2_6_5,18,7575.1966
r2_2_3,4,2880.6188
rc2_2_9,4,2175.0432
c1_2_4,18,2643.3088
c1_2_3,18,2707.3454
r2_2_2,4,3621.2029
c1_4_10,36,6860.63
rc1_2_7,18,3189.3194
rc2_2_1,6,3099.5334
r2_2_1,4,4483.1598
r2_2_7,4,2451.1415
r1_2_10,18,3301.1792
r2_4_2,8,7606.7461
r2_2_5,4,3366.7887
r1_2_7,18,3150.114
rc1_2_3,18,3008.3305
rc2_2_5,4,2911.4619
c2_4_5,12,3938.6918
rc2_2_7,4,2525.826
r2_2_10,4,2654.9672
r1_2_3,18,3381.9568
r1_4_10,36,8107.82
r1_10_3,91,45235.85
rc2_4_8,8,4792.7513
rc1_10_1,90,46075.6869
r1_4_2,36,8923.497
r1_4_5,36,9226.2141
r1_10_4,91,42603.7856
r1_6_2,54,18705.0038
r1_10_9,91,49496.3631
r2_8_3,15,17703.9875
r1_10_5,91,50876.2056
rc2_8_8,15,15790.2079
r2_8_9,15,22326.2093
r1_4_2,36,8908.8729
r2_8_1,15,28112.3572
r1_8_1,80,36822.1554
c1_10_10,90,39857.2987
r2_10_6,19,30070.0904
r2_8_10,15,20373.7875
rc1_8_3,72,27765.4043
c1_8_4,72,23824.1658
r1_6_4,54,15801.04
c1_8_9,72,24342.07
r1_10_8,91,42410.92
r2_6_3,11,11188.6977
rc2_6_7,11,10722.6749
c1_4_9,36,7043.37
c1_10_2,90,42247.0541
c1_10_2,90,42225.7302
c1_8_2,72,27189.16
c1_8_6,79,28665.57
c1_8_7,77,27048.92
c1_10_8,92,44092.74
rc1_4_6,36,8177.46
rc1_8_2,72,30272.08
c2_10_7,29,17882.4193
c2_6_4,17,6924.42
r2_4_5,8,7136.9
r1_8_6,72,31476.28
rc2_6_2,12,11555.5106
c1_6_4,56,13563.3
c1_8_9,72,24653.26
c2_8_3,23,11411.53
rc1_6_1,55,17231.05
rc2_6_4,11,7141.71
rc1_8_1,72,33412.03
c2_10_4,28,15743.88
rc1_6_7,55,16369.3
r2_4_3,8,5911.5
c1_10_2,90,42509.62
r2_6_10,11,12253.4692
c2_6_9,17,7958.26
r2_8_5,15,24285.8868
rc2_10_1,20,30278.4998
c1_6_3,56,13777.812
r1_8_3,72,29910.18
c2_6_8,17,7596.28
c1_8_10,72,24218.37
r2_10_1,19,42219.21
c1_2_8,19,2775.4781
c2_8_10,23,10989.13
rc1_8_9,72,30479.51
r2_10_8,19,17598.63
c2_8_2,23,12286.6489
rc2_4_8,8,4793.06
c2_8_7,24,11370.8433
rc1_8_6,72,31240.49
rc1_8_4,72,27395.14
rc1_8_5,72,31420.09
c1_6_6,59,16345.44
rc2_6_1,14,13324.9342
rc2_6_6,11,11933.8847
rc1_8_8,72,30289.94
rc1_8_7,72,31007.16
c2_8_8,23,11303.24
rc1_6_6,55,16787.63
c2_10_3,28,16884.0775
r2_4_7,8,5018.5317
rc2_10_7,18,25317.29
c2_4_4,11,3720.51
rc1_2_5,18,3371.0008
rc2_10_8,18,24010.0
c2_10_10,28,15988.21
r2_4_6,8,6122.5954
rc2_8_1,18,20981.1447
c2_10_9,29,16442.47
c2_6_7,18,7512.0664
r2_6_1,11,18214.9
c1_10_3,90,40356.18
rc2_10_2,18,26677.87
rc2_4_10,8,4280.79
r1_8_5,72,34051.67
r2_6_5,11,15096.2047
rc1_8_3,72,28404.9
rc1_10_9,90,44882.7
r1_8_9,72,32814.47
c2_4_10,11,3833.9
rc2_8_4,15,11102.47
rc2_8_9,15,15359.9938
rc2_10_6,18,26965.51
rc2_8_5,15,19136.0315
c2_8_6,23,13150.63
rc2_4_2,9,6180.6234
r2_10_10,19,30656.0
r2_10_5,19,36335.72
r2_4_9,8,6400.0954
r2_6_4,11,8042.38
r2_10_9,19,33131.99
rc1_6_9,55,16122.07
rc2_6_3,11,9461.25
c1_6_9,56,13715.48
c2_8_4,23,10850.36
c1_6_8,56,14487.58
c1_6_7,58,14816.55
c2_10_5,30,16561.57
rc2_10_9,18,23341.21
rc1_6_10,55,15897.65
c2_10_6,29,16920.3309
c2_4_3,11,4018.22
c2_6_2,17,8264.9145
rc1_8_10,72,29969.74
c1_8_4,72,23914.01
c2_8_9,23,11726.45
r2_6_7,11,10114.29
rc2_4_5,8,6710.1169
r2_8_1,15,28114.2481
c1_10_6,99,44108.34
c1_10_9,90,41006.16
r1_6_10,54,18179.64
rc1_10_10,90,44391.0
rc1_2_2,18,3249.0548
c2_6_3,17,7528.11
c2_6_10,17,7255.85
c1_4_8,37,7347.2323
r2_6_7,11,10064.5635
c1_6_8,56,14422.48
rc1_8_8,72,28797.3865
c1_6_6,59,16039.29
c2_8_6,23,12551.0872
rc1_2_4,18,2852.62
r2_10_8,19,17485.8012
r2_6_4,11,8017.7417
c2_6_9,17,7941.57
c1_10_6,99,43830.2125
c2_8_9,23,11605.3494
c2_6_8,17,7539.7349
c1_8_2,72,26752.87
c2_10_10,28,15943.338
c2_8_10,23,10977.3573
rc2_8_4,15,10999.0286
rc2_10_8,18,23648.91
rc2_10_10,18,21861.0637
rc2_10_10,18,21860.5685
rc2_8_8,15,15759.1384
r1_6_7,54,16544.6878
rc1_8_3,72,27684.6733
rc2_8_3,15,14431.1115
r2_6_5,11,15089.6252
rc1_6_2,55,15920.7545
r1_4_9,36,8696.8778
rc1_6_3,55,15204.6363
rc1_6_10,55,15675.9868
rc1_6_6,55,16504.2519
rc1_6_8,55,15914.9093
rc1_6_4,55,14777.6719
rc1_6_5,55,16566.2356
rc1_6_9,55,15826.239
r1_8_10,72,30959.9516
r1_6_2,54,18605.3238
r1_10_6,91,46996.3653
r1_10_5,91,50452.8687
r1_10_10,91,47457.5652
r1_6_7,54,16525.7925
r1_10_4,91,42511.5305
rc1_10_1,90,45863.177
r1_8_9,72,32306.1543
r1_10_3,91,44735.4359
rc1_8_10,72,28371.4542
rc1_8_2,72,28511.5494
r1_10_2,91,48307.8087
r1_6_3,54,16908.8659
rc1_8_5,72,29508.274
rc1_8_7,72,29021.5908
c1_4_9,36,7042.5295
r1_6_8,54,15622.782
rc2_10_2,18,26188.4828
c1_10_2,90,42235.0014
